[INFO ] [2021-07-18 16:51:24,800] Register to system
[INFO ] [2021-07-19 17:50:31,471] TC_03 Step 16: Click to continue button
[INFO ] [2021-07-19 17:50:32,510] TC_03 Step 17: Skip uploading certificate
[INFO ] [2021-07-19 17:50:42,089] TC_03 Step 18: Click start identity button
[INFO ] [2021-07-19 17:50:43,056] TC_03 Step 19: Click begin button
[INFO ] [2021-07-19 17:50:44,826] TC_03 Step 20: Verify identity verification page is displayed
[INFO ] [2021-07-19 18:11:09,592] TC_01: Register to system
[INFO ] [2021-07-19 18:11:09,915] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 18:11:18,264] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 18:11:23,174] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 18:11:25,364] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 18:11:27,570] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 18:11:31,448] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 18:11:31,811] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 18:11:32,166] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 18:11:38,551] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 18:11:42,111] TC_02: Input personal detail
[INFO ] [2021-07-19 18:11:42,195] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 18:11:42,512] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 18:11:44,871] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 18:11:50,742] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 18:11:56,822] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 18:11:56,960] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 18:12:10,479] TC_02 Step 7: Input date of birth to the text box field
[INFO ] [2021-07-19 18:12:20,056] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 18:12:25,836] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 18:12:29,516] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 18:12:29,848] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 18:12:36,518] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 18:12:40,355] TC_03: Input business detail
[INFO ] [2021-07-19 18:12:40,403] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 18:12:42,667] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 18:12:46,397] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 18:12:50,090] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 18:16:00,686] TC_01: Register to system
[INFO ] [2021-07-19 18:16:01,040] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 18:16:08,400] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-19 18:16:13,876] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-19 18:16:17,186] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-19 18:16:19,522] TC_01 Step 5: Select information channel
[INFO ] [2021-07-19 18:16:23,333] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-19 18:16:23,711] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-19 18:16:24,065] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-19 18:16:30,483] TC_01 Step 9: Verify the completed register page is displayed
[INFO ] [2021-07-19 18:16:34,136] TC_02: Input personal detail
[INFO ] [2021-07-19 18:16:34,220] TC_02 Step 1: Click to Continue button to navigate to Business Role page
[INFO ] [2021-07-19 18:16:34,553] TC_02 Step 2: Select business role
[INFO ] [2021-07-19 18:16:36,944] TC_02 Step 3: Select company register place
[INFO ] [2021-07-19 18:16:42,844] TC_02 Step 4: Select solutions
[INFO ] [2021-07-19 18:16:49,224] TC_02 Step 5: Click to continue button
[INFO ] [2021-07-19 18:16:49,363] TC_02 Step 6: Select registration method
[INFO ] [2021-07-19 18:17:04,071] TC_02 Step 7: Input date of birth to the text box field
[INFO ] [2021-07-19 18:17:14,325] TC_02 Step 8: Select nationality in dropdown list
[INFO ] [2021-07-19 18:17:20,049] TC_02 Step 9: Select gender in dropdown list
[INFO ] [2021-07-19 18:17:23,655] TC_02 Step 10: Click to submit button
[INFO ] [2021-07-19 18:17:24,023] TC_02 Step 11: Input email OTP number to text box
[INFO ] [2021-07-19 18:17:30,906] TC_02 Step 12: Verify business detail page is displayed
[INFO ] [2021-07-19 18:17:34,583] TC_03: Input business detail
[INFO ] [2021-07-19 18:17:34,630] TC_03 Step 1: Input business legal name
[INFO ] [2021-07-19 18:17:36,922] TC_03 Step 2: Input entity category
[INFO ] [2021-07-19 18:17:40,740] TC_03 Step 3: Input entity type
[INFO ] [2021-07-19 18:17:44,364] TC_03 Step 4: Input UEN number
[INFO ] [2021-07-19 18:17:46,551] TC_03 Step 5: Input industry
[INFO ] [2021-07-19 18:17:50,323] TC_03 Step 6: Input sub-industry
[INFO ] [2021-07-19 18:17:54,043] TC_03 Step 7: Click to continue button
[INFO ] [2021-07-19 18:17:54,382] TC_03 Step 8: Input business activity
[INFO ] [2021-07-19 18:17:56,944] TC_03 Step 9: Input service detail
[INFO ] [2021-07-19 18:17:59,298] TC_03 Step 10: Input company website
[INFO ] [2021-07-19 18:18:01,510] TC_03 Step 11: Input number of employees
[INFO ] [2021-07-19 18:18:06,018] TC_03 Step 12: Input Annual turnover
[INFO ] [2021-07-19 18:18:09,752] TC_03 Step 13: Click to continue button
[INFO ] [2021-07-19 18:18:10,068] TC_03 Step 14: Answer the first question
[INFO ] [2021-07-19 18:18:29,283] TC_03 Step 15: Answer the second question
[INFO ] [2021-07-19 18:18:29,718] TC_03 Step 16: Click to continue button
[INFO ] [2021-07-19 18:18:30,614] TC_03 Step 17: Skip uploading certificate
[INFO ] [2021-07-19 18:18:39,689] TC_03 Step 18: Click start identity button
[INFO ] [2021-07-19 18:18:40,149] TC_03 Step 19: Click begin button
[INFO ] [2021-07-19 18:18:41,079] TC_03 Step 20: Verify identity verification page is displayed
[INFO ] [2021-07-19 20:07:18,165] TC_01: Register to system
[INFO ] [2021-07-19 20:07:18,990] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 20:47:07,418] TC_01: Register to system
[INFO ] [2021-07-19 20:47:07,809] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-19 20:58:56,902] TC_01: Register to system
[INFO ] [2021-07-19 20:58:57,497] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-23 22:30:19,439] TC_01: Register to system
[INFO ] [2021-07-23 22:37:30,948] TC_01: Register to system
[INFO ] [2021-07-23 22:40:10,904] TC_01: Register to system
[INFO ] [2021-07-24 00:08:37,045] TC_01: Register to system
[INFO ] [2021-07-24 00:13:26,711] TC_01: Register to system
[INFO ] [2021-07-24 00:13:56,173] TC_01: Register to system
[INFO ] [2021-07-24 00:19:04,593] TC_01: Register to system
[INFO ] [2021-07-24 00:20:10,144] TC_01: Register to system
[INFO ] [2021-07-24 00:24:11,713] TC_01: Register to system
[INFO ] [2021-07-24 00:31:58,152] TC_01: Register to system
[INFO ] [2021-07-24 00:32:03,133] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-24 00:32:03,384] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-24 00:32:06,552] TC_01 Step 3: Input email to email text box
[INFO ] [2021-07-24 00:32:09,652] TC_01 Step 4: Input phone to phone text box
[INFO ] [2021-07-24 00:32:12,072] TC_01 Step 5: Select information channel
[INFO ] [2021-07-24 00:32:15,654] TC_01 Step 6: Check to term checkbox
[INFO ] [2021-07-24 00:32:15,916] TC_01 Step 7: Click to continue button
[INFO ] [2021-07-24 00:32:16,076] TC_01 Step 8: Input mobile OTP number
[INFO ] [2021-07-24 00:35:10,167] TC_01: Register to system
[INFO ] [2021-07-24 00:35:14,913] TC_01 Step 1: Navigate to register page
[INFO ] [2021-07-24 00:35:15,205] TC_01 Step 2: Input full name to full name text box
[INFO ] [2021-07-24 00:43:05,563] TC_01: Register to system
